url,vin,lot_number,auction,country,sale_branch,seller,auction_date,vehicle_type,year,make,model,color,bodytype,drive,fuel,engine,transmission,images
https://144.202.14.57/lot/147434184-2015-honda-accord-exl-1hgcr2f83fa133559,1HGCR2F83FA133559,#48143474,Copart,United States,Tx - Ft. Worth,Insurance company,2024-09-24,Automobile,2015,Honda,Accord Exl,White,-,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0324-2b5e309d98f64abc83ea13cf72399373_ful']
https://144.202.14.57/lot/149113976-2015-audi-a3-premium-wauacgff0f1026274,WAUACGFF0F1026274,#67931194,Copart,United States,Tx - Ft. Worth,-,2024-09-24,Automobile,2015,Audi,A3 Premium,Charcoal,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-3bd746113be1449a8cca3d1632250b50_ful']
https://144.202.14.57/lot/149055096-2005-honda-accord-ex-1hgcm66515a022888,1HGCM66515A022888,#69055094,Copart,United States,Tx - Houston,Insurance company,2024-09-24,Automobile,2005,Honda,Accord Ex,Black,-,Front Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-4ee6d74bb4e44ed8abe9e6297fe2a0f3_ful']
https://144.202.14.57/lot/147700815-2023-nissan-kicks-s-3n1cp5bv8pl551601,3N1CP5BV8PL551601,#51800774,Copart,United States,La - New Orleans,-,2024-09-25,Automobile,2023,Nissan,Kicks S,Black,-,Front Wheel Drive,Gas,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-7afad03e5fd44f2b9544d8592b7792ae_ful']
https://144.202.14.57/lot/140253256-2018-ford-fusion-se-3fa6p0h77jr107089,3FA6P0H77JR107089,#65235204,Copart,United States,Ms - Grenada,-,2024-09-25,Automobile,2018,Ford,Fusion Se,Grey,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-3a7321849fcf4d5294b96941754515d9_ful']
https://144.202.14.57/lot/146407895-2012-honda-civic-si-2hgfb6e54ch700844,2HGFB6E54CH700844,#59870464,Copart,United States,Nc - Mocksville,-,2024-09-25,Automobile,2012,Honda,Civic Si,Black,Sedan 4dr,Front Wheel Drive,Gas,2.4 L 4 cyl,Manual,['https://ucars.pro/lot/images/copart/lpp-0624-ebce76a19909455281e0c6328b5fcd1a_ful']
https://144.202.14.57/lot/148646765-2015-ford-fiesta-se-3fadp4bj4fm167001,3FADP4BJ4FM167001,#56764684,Copart,United States,Mi - Flint,Insurance company,2024-09-25,Automobile,2015,Ford,Fiesta Se,Grey,-,Front Wheel Drive,Gas,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-f51dce4b1b9643419b7e02f4acdb7fc3_ful']
https://144.202.14.57/lot/140843776-2011-lexus-lx-570-jtjhy7ax3b4059052,JTJHY7AX3B4059052,#67734804,Copart,United States,Fl - Jacksonville North,Insurance company,2024-09-25,Automobile,2011,Lexus,Lx 570,Silver,-,All Wheel Drive,Gas,5.7 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-2b48fdee9e2545768bc6a6c89232491e_ful']
https://144.202.14.57/lot/146368686-2022-honda-odyssey-ex-5fnrl6h76nb065723,5FNRL6H76NB065723,#68686364,Copart,United States,Ca - Mentone,-,2024-09-25,Automobile,2022,Honda,Odyssey Ex,Black,-,Front Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-c5216ea8f9ef40a3b4b423a2a3da4702_ful']
https://144.202.14.57/lot/149222266-2013-audi-a4-premium-wauafaflxdn025486,WAUAFAFLXDN025486,#66222294,Copart,United States,Nj - Trenton,Insurance company,2024-09-25,Automobile,2013,Audi,A4 Premium,White,-,Front Wheel Drive,Flexiblefuel,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-48651d11556241dbb1ecc220052f76cf_ful']
https://144.202.14.57/lot/143122545-2018-hyundai-tucson-sel-km8j3ca42ju767630,KM8J3CA42JU767630,#54522134,Copart,United States,Mi - Wayland,Insurance company,2024-09-26,Automobile,2018,Hyundai,Tucson Sel,White,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-8c394de22f3c4e64aca4908947bc0fd7_ful']
https://144.202.14.57/lot/140475796-2020-volvo-xc60-t5-in-yv4102rl5l1535835,YV4102RL5L1535835,#69757404,Copart,United States,Tx - North Austin,-,2024-09-25,Automobile,2020,Volvo,Xc60 T5 In,Black,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-73a6be674b76420db71000214507d155_ful']
https://144.202.14.57/lot/140297606-2019-infiniti-qx80-luxe-jn8az2ne0k9233518,JN8AZ2NE0K9233518,#60679204,Copart,United States,Tx - Andrews,-,2024-09-25,Automobile,2019,Infiniti,Qx80 Luxe,White,-,4x4 W/rear Wheel Drv,Gas,5.6 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-707079cfa014472cab5fb2d48ee4eb54_ful']
https://144.202.14.57/lot/140999546-2022-ford-bronco-bas-1fmee5dp6nla79851,1FMEE5DP6NLA79851,#64599904,Copart,United States,Sc - Spartanburg,-,2024-09-25,Automobile,2022,Ford,Bronco Bas,Silver,-,All Wheel Drive,Gas,2.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-ffe9536b340542138b058c6f42021972_ful']
https://144.202.14.57/lot/143857517-2015-infiniti-qx60-5n1al0mm9fc545030,5N1AL0MM9FC545030,#71575834,Copart,United States,Fl - Jacksonville North,Insurance company,2024-09-25,Automobile,2015,Infiniti,Qx60,White,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-ba6dfb8546b04930a2f5397dc7cfc54e_ful']
https://144.202.14.57/lot/140405817-2024-bmw-x3-sdrive3-5ux43dp03r9u28867,5UX43DP03R9U28867,#71850404,Copart,United States,Ca - Van Nuys,-,2024-09-25,Automobile,2024,Bmw,X3 Sdrive3,Grey,-,Rear Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-6cebd9f081fb4fe091f7e7999907218e_ful']
https://144.202.14.57/lot/143067817-2008-bmw-328-i-sule-wbawv13588p120623,WBAWV13588P120623,#71876034,Copart,United States,Nv - Las Vegas West,-,2024-09-25,Automobile,2008,Bmw,328 I Sule,Silver,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-f33bd4b103654eb3a69c706dd56a860d_ful']
https://144.202.14.57/lot/147829825-2018-honda-cr-v-ex-5j6rw2h57jl035534,5J6RW2H57JL035534,#52892874,Copart,United States,Ma - North Boston,-,2024-09-25,Automobile,2018,Honda,Cr-v Ex,Grey,-,All Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-963a8957055644b49f61b634cee4c31b_ful']
https://144.202.14.57/lot/148123475-2013-hyundai-sonata-gls-5npeb4ac6dh651495,5NPEB4AC6DH651495,#57432184,Copart,United States,Nc - Mebane,-,2024-09-25,Automobile,2013,Hyundai,Sonata Gls,Silver,-,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-2e8d72aa1d564f22a1fc6bab9295ca28_ful']
https://144.202.14.57/lot/144418807-2021-kia-k5-lxs-5xxg14j22mg019642,5XXG14J22MG019642,#70881444,Copart,United States,Ak - Anchorage,-,2024-09-24,Automobile,2021,Kia,K5 Lxs,Maroon,-,Front Wheel Drive,Gas,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-31e28a9f431f479bbb7decda0ead635d_ful']
https://144.202.14.57/lot/146958176-2018-infiniti-q50-red-sp-jn1fv7ap6jm461071,JN1FV7AP6JM461071,#67185964,Copart,United States,Ga - Atlanta North,-,2024-09-25,Automobile,2018,Infiniti,Q50 Red Sp,Blue,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-16bf4aad896b4888aa390408c29e1043_ful']
https://144.202.14.57/lot/149973176-2023-toyota-corolla-le-5yfb4mde9pp051846,5YFB4MDE9PP051846,#67137994,Copart,United States,Fl - Jacksonville North,-,2024-09-25,Automobile,2023,Toyota,Corolla Le,Black,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-df7642e1fe4742a1a23ef4880b274580_ful']
https://144.202.14.57/lot/142574465-2014-bmw-m235i-wba1j7c53ev253273,WBA1J7C53EV253273,#56447524,Copart,United States,Tx - Waco,-,2024-09-25,Automobile,2014,Bmw,M235i,Grey,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-d3d9217a495e47ccafdcaf026eb8aec3_ful']
https://144.202.14.57/lot/149531466-2019-chevrolet-impala-lt-2g11z5sa4k9143824,2G11Z5SA4K9143824,#66413594,Copart,United States,Tn - Nashville,-,2024-09-25,Automobile,2019,Chevrolet,Impala Lt,Blue,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-b1a681fd8e6d410289eac5b2f48cb8ee_ful']
https://144.202.14.57/lot/145554227-2008-mercedes-benz-g-500-wdcyr49e68x171850,WDCYR49E68X171850,#72245554,Copart,United States,Fl - Miami South,-,2024-09-25,Automobile,2008,Mercedes-benz,G 500,Silver,4dr Sport Utility,All Wheel Drive,Gas,5.0 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-82fafda88e974aeca9634d6fac464585_ful']
https://144.202.14.57/lot/143921607-2015-infiniti-q50-base-jn1bv7ar1fm397979,JN1BV7AR1FM397979,#70612934,Copart,United States,La - New Orleans,-,2024-09-25,Automobile,2015,Infiniti,Q50 Base,White,-,All Wheel Drive,Gas,3.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-3f6211b27d2a40acb734fd44748d3ff6_ful']
https://144.202.14.57/lot/141275096-2015-infiniti-q50-base-jn1bv7ar5fm404156,JN1BV7AR5FM404156,#69057214,Copart,United States,Ny - Albany,-,2024-10-07,Automobile,2015,Infiniti,Q50 Base,Silver,-,All Wheel Drive,Gas,3.7 L 6 cyl,-,['https://ucars.pro/lot/images/copart/lpp-1223-c440549ad67c4df2941955743f1f8b25_ful']
https://144.202.14.57/lot/144924415-2017-bmw-x6-sdrive3-5uxku0c37h0f99804,5UXKU0C37H0F99804,#51442944,Copart,United States,Or - Portland North,-,2024-10-16,Automobile,2017,Bmw,X6 Sdrive3,Grey,-,Rear Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0424-0ace88ff00c34c1ba57e7d33e7b78591_ful']
https://144.202.14.57/lot/143328146-2014-audi-a5-premium-waulfafr0ea068000,WAULFAFR0EA068000,#64182334,Copart,United States,Oh - Columbus,-,2024-09-27,Automobile,2014,Audi,A5 Premium,Two Tone,Coupe,All Wheel Drive,Flexiblefuel,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-8f9d4af7cbf548cda772f77d83852ad7_ful']
https://144.202.14.57/lot/143320926-2023-mercedes-benz-e-450-4mat-w1k1j5kb9pf204502,W1K1J5KB9PF204502,#62902334,Copart,United States,Tx - Dallas,-,2024-09-26,Automobile,2023,Mercedes-benz,E 450 4mat,White,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-3aac2c163082442d98f97a06ef856b25_ful']
https://144.202.14.57/lot/144446676-2012-dodge-caliber-sx-1c3cdwda1cd537016,1C3CDWDA1CD537016,#67664444,Copart,United States,Ma - South Boston,-,2024-09-26,Automobile,2012,Dodge,Caliber Sx,Grey,Hatchback,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-226157aeb4e047b2b395f6890ae7ea8d_ful']
https://144.202.14.57/lot/144468646-2015-infiniti-q60-base-jn1cv6fe8fm810002,JN1CV6FE8FM810002,#64686444,Copart,United States,Nv - Las Vegas,Insurance company,2024-09-26,Automobile,2015,Infiniti,Q60 Base,Grey,-,Rear Wheel Drive,Gas,3.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-e7d21e104d334bfaae761e56b8b11a35_ful']
https://144.202.14.57/lot/144119426-2018-alfa-romeo-giulia-ti-zarfaeen7j7578569,ZARFAEEN7J7578569,#62491144,Copart,United States,Il - Chicago North,Insurance company,2024-10-01,Automobile,2018,Alfa Romeo,Giulia Ti,Blue,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-65d55bd4c0ec48bfaecbe01b13d9200e_ful']
https://144.202.14.57/lot/143713875-2015-nissan-altima-25-1n4al3apxfc497354,1N4AL3APXFC497354,#57831734,Copart,United States,Al - Montgomery,-,2024-09-26,Automobile,2015,Nissan,Altima 2.5,Black,Sedan 4dr,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-fa5670c4915244769538d230f5772ade_ful']
https://144.202.14.57/lot/140016346-2014-jeep-cherokee-l-1c4pjmcs1ew291130,1C4PJMCS1EW291130,#64361004,Copart,United States,Nm - Albuquerque,-,2024-09-26,Automobile,2014,Jeep,Cherokee L,White,4dr Sport Utility,4x4 W/front Whl Drv,Flexiblefuel,3.2 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-04090092cc5f45a98e01b751b69e0b8e_ful']
https://144.202.14.57/lot/147162975-2014-bmw-528-xi-wba5a7c51ed613759,WBA5A7C51ED613759,#57926174,Copart,United States,Ca - Long Beach,-,2024-09-27,Automobile,2014,Bmw,528 Xi,Charcoal,Sedan 4dr,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-684d110ed03f41c2948f0aca4e4daf89_ful']
https://144.202.14.57/lot/149708626-2021-audi-a4-premium-waueaaf41mn012716,WAUEAAF41MN012716,#62680794,Copart,United States,Ri - Exeter,-,2024-09-26,Automobile,2021,Audi,A4 Premium,Blue,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-50871e58f8824babbc97a887d63e0c23_ful']
https://144.202.14.57/lot/146424786-2014-toyota-prius-jtdkn3du9e0814311,JTDKN3DU9E0814311,#68742464,Copart,United States,Ca - San Diego,Insurance company,2024-09-27,Automobile,2014,Toyota,Prius,White,-,Front Wheel Drive,Hybrid Engine,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-e009105ed67a458da5ecf7d074eeccc6_ful']
https://144.202.14.57/lot/146110576-2019-toyota-tacoma-dou-5tfcz5anxkx185050,5TFCZ5ANXKX185050,#67501164,Copart,United States,Il - Chicago North,Insurance company,2024-10-01,Automobile,2019,Toyota,Tacoma Dou,Silver,-,4x4 W/rear Wheel Drv,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-c3a35ad355294eb9af5eaa65ca852c56_ful']
https://144.202.14.57/lot/142306966-2020-bmw-530xe-wbajb1c04lcd11871,WBAJB1C04LCD11871,#66960324,Copart,United States,Ok - Tulsa,-,2024-09-27,Automobile,2020,Bmw,530xe,Grey,-,All Wheel Drive,Hybrid Engine,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-6764c7d3992e4584b52156b3b9b84e9f_ful']
https://144.202.14.57/lot/143086107-2017-subaru-crosstrek-jf2gpabc1hh277410,JF2GPABC1HH277410,#70168034,Copart,United States,Ny - Newburgh,Insurance company,2024-09-26,Automobile,2017,Subaru,Crosstrek,Green,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-3343318266a54a4aafa340a019257e01_ful']
https://144.202.14.57/lot/147745376-2017-ford-focus-st-1fadp3l97hl328864,1FADP3L97HL328864,#67354774,Copart,United States,Ks - Kansas City,-,2024-09-26,Automobile,2017,Ford,Focus St,Black,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Manual,['https://ucars.pro/lot/images/copart/lpp-0824-58099b44f7ca4adead9f3a58caeeb643_ful']
https://144.202.14.57/lot/145762546-2016-mazda-cx-5-grand-jm3kfadl9h0107276,JM3KFADL9H0107276,#64526754,Copart,United States,Sc - Columbia,-,2024-09-27,Automobile,2016,Mazda,Cx-5 Grand,White,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-0b79ae2af81346db9318f6f7d622c204_ful']
https://144.202.14.57/lot/140301956-2021-toyota-rav4-xle-2t3p1rfv6mc240465,2T3P1RFV6MC240465,#65910304,Copart,United States,Il - Chicago North,-,2024-09-26,Automobile,2021,Toyota,Rav4 Xle,Black,-,All Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-e2a31351bc994e0fb1015beab88c051b_ful']
https://144.202.14.57/lot/141178686-2015-ford-transit-co-nm0gs9f74f1176678,NM0GS9F74F1176678,#68687114,Copart,United States,Ga - Fairburn,-,2024-09-26,Automobile,2015,Ford,Transit Co,Gold,Sports Van,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-c1b155c22a61405c803c786be91fc5cb_ful']
https://144.202.14.57/lot/144466607-2004-chevrolet-silverado-1gchk23104f151338,1GCHK23104F151338,#70666444,Copart,United States,Mi - Wayland,-,2024-09-26,Automobile,2004,Chevrolet,Silverado,White,-,4x4 W/rear Wheel Drv,Diesel,6.6 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-65667f8817c74a939ef6a51630ff4447_ful']
https://144.202.14.57/lot/144004866-2017-nissan-juke-s-jn8af5mvxht753460,JN8AF5MVXHT753460,#66840044,Copart,United States,Mi - Wayland,-,2024-09-26,Automobile,2017,Nissan,Juke S,Burgundy,-,All Wheel Drive,Gas,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-59f71eba5fab4420ac7b89315ee28c9f_ful']
https://144.202.14.57/lot/146063656-2019-honda-accord-lx-1hgcv1f14ka153578,1HGCV1F14KA153578,#65636064,Copart,United States,Ky - Louisville,-,2024-09-26,Automobile,2019,Honda,Accord Lx,Silver,-,Front Wheel Drive,Gas,1.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-d59d0037de0d403ca0e37c33f4a8cf9b_ful']
https://144.202.14.57/lot/144198296-2017-subaru-impreza-pr-4s3gtab61h3700438,4S3GTAB61H3700438,#69289144,Copart,United States,Ny - Newburgh,Insurance company,2024-09-26,Automobile,2017,Subaru,Impreza Pr,Grey,-,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-9a7666a7a1e947079952c63ed89cc602_ful']
https://144.202.14.57/lot/141980686-2023-nissan-altima-sr-1n4bl4cv1pn425194,1N4BL4CV1PN425194,#68608914,Copart,United States,Ny - Newburgh,-,2024-09-26,Automobile,2023,Nissan,Altima Sr,Black,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-2458f832cf684d86b1eb7b9c3c718695_ful']
https://144.202.14.57/lot/141706466-2018-ford-explorer-s-1fm5k8gt7jgc39998,1FM5K8GT7JGC39998,#66460714,Copart,United States,Wv - Charleston,-,2024-09-26,Automobile,2018,Ford,Explorer S,Black,-,4x4 W/front Whl Drv,Gas,3.5 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-c54aaa71db9f41658567ebb5bce32ffb_ful']
https://144.202.14.57/lot/149321607-2019-toyota-4runner-sr-jtebu5jr9k5689223,JTEBU5JR9K5689223,#70612394,Copart,United States,Wv - Charleston,-,2024-09-26,Automobile,2019,Toyota,4runner Sr,White,-,4x4 W/rear Wheel Drv,Gas,4.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-47762830db2348358101686199a3756d_ful']
https://144.202.14.57/lot/146655326-2019-bmw-x3-sdrive3-5uxtr7c59kle88239,5UXTR7C59KLE88239,#62355664,Copart,United States,Ga - Cartersville,-,2024-09-26,Automobile,2019,Bmw,X3 Sdrive3,White,-,Rear Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-480737b939c6443995dc1b158e00e5e1_ful']
https://144.202.14.57/lot/145220656-2021-hyundai-santa-fe-s-5nms24aj3mh365537,5NMS24AJ3MH365537,#65602254,Copart,United States,Ga - Savannah,-,2024-09-26,Automobile,2021,Hyundai,Santa Fe S,Black,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-a69ee8376aad4236806862619be869fb_ful']
https://144.202.14.57/lot/149544866-2022-toyota-corolla-le-jtdepmaexn3021303,JTDEPMAEXN3021303,#66844594,Copart,United States,Ga - Savannah,-,2024-09-26,Automobile,2022,Toyota,Corolla Le,Silver,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-f8abd313873f4599a01ff02995be03e2_ful']
https://144.202.14.57/lot/141476907-2019-jeep-wrangler-u-1c4hjxdn1kw691229,1C4HJXDN1KW691229,#70967414,Copart,United States,Mi - Wayland,-,2024-09-26,Automobile,2019,Jeep,Wrangler U,Red,-,4x4 W/rear Wheel Drv,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-01c63d538f1e4b0b8ee0677b1687da71_ful']
https://144.202.14.57/lot/147204017-2018-chevrolet-silverado-1gcvkrec1jz127442,1GCVKREC1JZ127442,#71040274,Copart,United States,Oh - Cleveland West,-,2024-09-26,Automobile,2018,Chevrolet,Silverado,White,-,4x4 W/rear Wheel Drv,Gas,5.3 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-a8af40e929334adc9a2971512f66bb8a_ful']
https://144.202.14.57/lot/142271227-2010-hyundai-tucson-gls-km8ju3ac0au070395,KM8JU3AC0AU070395,#72217224,Copart,United States,Mi - Wayland,-,2024-09-26,Automobile,2010,Hyundai,Tucson Gls,Black,4dr Sport Utility,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-9343b3284ad94d1cb519a10aa38a0ac6_ful']
https://144.202.14.57/lot/146202196-2018-toyota-c-hr-xle-nmtkhmbx3jr026768,NMTKHMBX3JR026768,#69120264,Copart,United States,Ca - Sun Valley,-,2024-09-26,Automobile,2018,Toyota,C-hr Xle,Grey,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-a2c6573fbaf2453ea3cc5b47b2c24724_ful']
https://144.202.14.57/lot/144287196-2013-honda-accord-spo-1hgcr2f57da092954,1HGCR2F57DA092954,#69178244,Copart,United States,Nc - Concord,-,2024-09-26,Automobile,2013,Honda,Accord Spo,Grey,-,Front Wheel Drive,Gas,2.4 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-c8727020cae34cd9892ac77bfaea8985_ful']
https://144.202.14.57/lot/146142027-2016-nissan-altima-25-1n4al3ap6gn353001,1N4AL3AP6GN353001,#72024164,Copart,United States,Tx - Dallas,-,2024-09-26,Automobile,2016,Nissan,Altima 2.5,Grey,Sedan 4dr,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-03f266928e67465cac42b00748da3bb0_ful']
https://144.202.14.57/lot/148724286-2022-honda-civic-spor-19xfl2h80ne002059,19XFL2H80NE002059,#68242784,Copart,United States,Ct - Hartford Springfield,-,2024-09-26,Automobile,2022,Honda,Civic Spor,Red,-,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-710a8c92c0c34def911412cfb254edbd_ful']
https://144.202.14.57/lot/147356796-2023-ford-mustang-1fa6p8th5p5106971,1FA6P8TH5P5106971,#69765374,Copart,United States,Fl - West Palm Beach,-,2024-09-26,Automobile,2023,Ford,Mustang,Black,-,Rear Wheel Drive,Gas,2.3 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-0a82c6a9c2f84abead5b1102dd780ed3_ful']
https://144.202.14.57/lot/141426946-2007-toyota-fj-cruiser-jtebu11f870018967,JTEBU11F870018967,#64962414,Copart,United States,Ky - Louisville,Insurance company,2024-09-26,Automobile,2007,Toyota,Fj Cruiser,Silver,-,4x4 W/rear Wheel Drv,Gas,4.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-f20abf8a9e4e495597eeabc102478387_ful']
https://144.202.14.57/lot/146629627-2017-audi-a6-premium-wauf8afcxhn082986,WAUF8AFCXHN082986,#72692664,Copart,United States,Ga - Atlanta South,-,2024-09-26,Automobile,2017,Audi,A6 Premium,Silver,Sedan 4dr,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-595e2310d3da4ce98a046731820d5ac2_ful']
https://144.202.14.57/lot/148593217-2007-hyundai-accent-gls-kmhcn46c77u097073,KMHCN46C77U097073,#71239584,Copart,United States,Oh - Cleveland West,-,2024-09-26,Automobile,2007,Hyundai,Accent Gls,Blue,-,Front Wheel Drive,Gas,1.6 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-f38c7720897b4e0bb2a1e2f4cd84d8c1_ful']
https://144.202.14.57/lot/147570717-2014-mercedes-benz-c-250-wddgf4hb4ea967499,WDDGF4HB4EA967499,#71707574,Copart,United States,Fl - Orlando South,-,2024-09-26,Automobile,2014,Mercedes-benz,C 250,Grey,-,Rear Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-ffb1c58611014490b99d0a4778f93cb4_ful']
https://144.202.14.57/lot/146118556-2012-ford-f350-super-1ft7w3bt2ceb97850,1FT7W3BT2CEB97850,#65581164,Copart,United States,Mi - Wayland,Insurance company,2024-09-26,Automobile,2012,Ford,F350 Super,Red,-,4x4 W/rear Wheel Drv,Diesel,6.7 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-beaf67dc40304dc5b3c66fdfc8b40c8d_ful']
https://144.202.14.57/lot/145085607-2024-lexus-rx-350h-ba-2t2bbmca6rc028771,2T2BBMCA6RC028771,#70658054,Copart,United States,Ny - Newburgh,-,2024-09-26,Automobile,2024,Lexus,Rx 350h Ba,Black,-,All Wheel Drive,Hybrid Engine,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-92cf1c1a92a549a981ee54a2617dde44_ful']
https://144.202.14.57/lot/149422756-2023-nissan-rogue-sv-jn8bt3bbxpw221598,JN8BT3BBXPW221598,#65722494,Copart,United States,Oh - Cleveland West,-,2024-09-26,Automobile,2023,Nissan,Rogue Sv,Blue,-,All Wheel Drive,Gas,1.5 L 3 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-639d7037d8d64c7390d347e3a4aac8b9_ful']
